,client_fk,Client_Name,contact_fk,unique_id,phone_number
1306,3755,Aastha Hospital,0,5C3373,
1307,3755,Aastha Hospital,15029,5C3373,9882109691
1308,3755,Aastha Hospital,15018,5C3373,+91-7018047483
1309,3755,Aastha Hospital,15019,5C3373,+91-9418046262
1310,3755,Aastha Hospital,15020,5C3373,+91-9816627128
1311,3755,Aastha Hospital,15028,5C3373,9418046262
1312,3755,Aastha Hospital,15027,5C3373,7018047483
1313,3612,Shri Siddhi vinayak hospital ,0,5C3228,
1314,3612,Shri Siddhi vinayak hospital ,13594,5C3228,8890161194
1315,3612,Shri Siddhi vinayak hospital ,13589,5C3228,9799946506
1316,3612,Shri Siddhi vinayak hospital ,14167,5C3228,9828565048
1317,3612,Shri Siddhi vinayak hospital ,13588,5C3228,8890161194
1318,3612,Shri Siddhi vinayak hospital ,13590,5C3228,9799946506
1319,3612,Shri Siddhi vinayak hospital ,13593,5C3228,9799946506
1320,3612,Shri Siddhi vinayak hospital ,13592,5C3228,9799946506
1321,3612,Shri Siddhi vinayak hospital ,13591,5C3228,8890161194
1322,3251,Truecheck Diagnostics LLP,0,5C2874,
1323,3251,Truecheck Diagnostics LLP,15981,5C2874,7045226888
1324,3251,Truecheck Diagnostics LLP,8903,5C2874,
1325,3251,Truecheck Diagnostics LLP,15899,5C2874,9930202168
1326,3251,Truecheck Diagnostics LLP,11403,5C2874,7977902731
1327,3251,Truecheck Diagnostics LLP,8906,5C2874,
1328,3251,Truecheck Diagnostics LLP,8901,5C2874,
1329,3251,Truecheck Diagnostics LLP,11671,5C2874,9820177906
1330,3251,Truecheck Diagnostics LLP,10475,5C2874,8169144546
1331,3251,Truecheck Diagnostics LLP,8902,5C2874,
1332,3251,Truecheck Diagnostics LLP,8905,5C2874,
1333,3251,Truecheck Diagnostics LLP,8904,5C2874,
1334,3672,Rajanna CT Scan Center - Sircilla,0,5C3288,
1335,3672,Rajanna CT Scan Center - Sircilla,15030,5C3288,9441466096
1336,3672,Rajanna CT Scan Center - Sircilla,14174,5C3288,9493916108
1337,3672,Rajanna CT Scan Center - Sircilla,14175,5C3288,9493916108
1338,3672,Rajanna CT Scan Center - Sircilla,14897,5C3288,9494476360
1339,3672,Rajanna CT Scan Center - Sircilla,14173,5C3288,7287982973
1340,3672,Rajanna CT Scan Center - Sircilla,14895,5C3288,8885262767
1341,3672,Rajanna CT Scan Center - Sircilla,14896,5C3288,7287982973
1342,350,Sehgal Neo Hospital,0,5C0798,
1343,350,Sehgal Neo Hospital,9038,5C0798,9971146029
1344,350,Sehgal Neo Hospital,7557,5C0798,
1345,350,Sehgal Neo Hospital,9035,5C0798,9315238029
1346,350,Sehgal Neo Hospital,10924,5C0798,9873427420
1347,350,Sehgal Neo Hospital,6160,5C0798,
1348,350,Sehgal Neo Hospital,8253,5C0798,
1349,350,Sehgal Neo Hospital,9325,5C0798,8750096600
1350,350,Sehgal Neo Hospital,10925,5C0798,9278328348
1351,350,Sehgal Neo Hospital,9039,5C0798,7065809340
1352,350,Sehgal Neo Hospital,9037,5C0798,8178567277
1353,2730,GNRC Hospital - Sixmile,0,5C2399,
1354,2730,GNRC Hospital - Sixmile,13780,5C2399,9859118929
1355,2730,GNRC Hospital - Sixmile,9762,5C2399,7896556667
1356,2730,GNRC Hospital - Sixmile,7017,5C2399,
1357,2730,GNRC Hospital - Sixmile,7979,5C2399,
1358,2730,GNRC Hospital - Sixmile,2680,5C2399,
1359,2730,GNRC Hospital - Sixmile,8700,5C2399,
1360,2730,GNRC Hospital - Sixmile,5182,5C2399,
1361,2730,GNRC Hospital - Sixmile,9045,5C2399,9101998530
1362,2730,GNRC Hospital - Sixmile,14157,5C2399,9864614944
1363,2730,GNRC Hospital - Sixmile,9443,5C2399,9854233020
1364,2821,Venture Diagnostics - Coimbatore,0,5C2479,
1365,2821,Venture Diagnostics - Coimbatore,8932,5C2479,9087618936
1366,2821,Venture Diagnostics - Coimbatore,8941,5C2479,7824928394
1367,2821,Venture Diagnostics - Coimbatore,2039,5C2479,
1368,2821,Venture Diagnostics - Coimbatore,1816,5C2479,
1369,3662,Omega Hospitals v - Banjara Hills,0,5C3278,
1370,3662,Omega Hospitals v - Banjara Hills,15731,5C3278,8686100234
1371,3662,Omega Hospitals v - Banjara Hills,14079,5C3278,8790776219
1372,3662,Omega Hospitals v - Banjara Hills,14081,5C3278,7075111169
1373,3662,Omega Hospitals v - Banjara Hills,14083,5C3278,9949947900
1374,3662,Omega Hospitals v - Banjara Hills,14084,5C3278,9700000299
1375,3662,Omega Hospitals v - Banjara Hills,14433,5C3278,9160900065
1376,3662,Omega Hospitals v - Banjara Hills,15910,5C3278,9182725872
1377,3662,Omega Hospitals v - Banjara Hills,15730,5C3278,9246542932
1378,3662,Omega Hospitals v - Banjara Hills,14082,5C3278,9940177510
1379,3662,Omega Hospitals v - Banjara Hills,14080,5C3278,8328401064
1380,3647,Unique Healthcare Centre,0,5C3263,
1381,3647,Unique Healthcare Centre,13951,5C3263,7406262218
1382,3647,Unique Healthcare Centre,13952,5C3263,+91-7019462691
1383,3647,Unique Healthcare Centre,13953,5C3263,+91-8553939599
1384,3647,Unique Healthcare Centre,13958,5C3263,9008305599
1385,3647,Unique Healthcare Centre,13950,5C3263,8884197713
1386,3647,Unique Healthcare Centre,13955,5C3263,8884197713
1387,3647,Unique Healthcare Centre,13954,5C3263,7019462691
1388,3255,Padiyath Medicity Hospital,0,5C2877,
1389,3255,Padiyath Medicity Hospital,14726,5C2877,8952888218
1390,3255,Padiyath Medicity Hospital,8909,5C2877,9986799443
1391,1140,Athaayu MultiSpeciality Hospital,0,5C0565,
1392,1140,Athaayu MultiSpeciality Hospital,1193,5C0565,+91-8007360099
1393,1140,Athaayu MultiSpeciality Hospital,1191,5C0565,+91-9175759696
1394,1140,Athaayu MultiSpeciality Hospital,1192,5C0565,9923185462
1395,1140,Athaayu MultiSpeciality Hospital,6750,5C0565,
1396,1140,Athaayu MultiSpeciality Hospital,4722,5C0565,
1397,1935,Phusro X-ray Clinic,0,5C1675,
1398,1935,Phusro X-ray Clinic,3333,5C1675,
1399,1935,Phusro X-ray Clinic,11089,5C1675,7979027103
1400,1935,Phusro X-ray Clinic,5898,5C1675,
1401,949,Pulse Diagnostics Pvt. Ltd. - Behala,0,5C0191,
1402,949,Pulse Diagnostics Pvt. Ltd. - Behala,8194,5C0191,
1403,949,Pulse Diagnostics Pvt. Ltd. - Behala,5954,5C0191,
1404,949,Pulse Diagnostics Pvt. Ltd. - Behala,8569,5C0191,
1405,949,Pulse Diagnostics Pvt. Ltd. - Behala,4365,5C0191,
1406,949,Pulse Diagnostics Pvt. Ltd. - Behala,8487,5C0191,
1407,949,Pulse Diagnostics Pvt. Ltd. - Behala,7455,5C0191,
1408,949,Pulse Diagnostics Pvt. Ltd. - Behala,10312,5C0191,8348390751
1409,949,Pulse Diagnostics Pvt. Ltd. - Behala,10311,5C0191,9531852569
1410,3751,Krishna Super Speciality Hospital,0,5C3369,
1411,3751,Krishna Super Speciality Hospital,15007,5C3369,+91-7607563324
1412,3751,Krishna Super Speciality Hospital,15034,5C3369,8090107516
1413,3751,Krishna Super Speciality Hospital,15010,5C3369,9956900005
1414,3751,Krishna Super Speciality Hospital,15011,5C3369,9039103699
1415,3751,Krishna Super Speciality Hospital,15035,5C3369,9956988005
1416,3751,Krishna Super Speciality Hospital,15036,5C3369,9839103699
1417,3751,Krishna Super Speciality Hospital,15005,5C3369,+91-8090107516
1418,3751,Krishna Super Speciality Hospital,15033,5C3369,7607563324
1419,3751,Krishna Super Speciality Hospital,15038,5C3369,8400300202
1420,3751,Krishna Super Speciality Hospital,15032,5C3369,9793176253
1421,3751,Krishna Super Speciality Hospital,15031,5C3369,7844944364
1422,3751,Krishna Super Speciality Hospital,15006,5C3369,+91-9793868540
1423,3751,Krishna Super Speciality Hospital,15004,5C3369,+91-9935512342
1424,3751,Krishna Super Speciality Hospital,15037,5C3369,7607563324
1425,1094,Sarvoday Hospital,0,5C0434,
1426,1094,Sarvoday Hospital,529,5C0434,7070991116
1427,1094,Sarvoday Hospital,15407,5C0434,7990104758
1428,1094,Sarvoday Hospital,7550,5C0434,
1429,1094,Sarvoday Hospital,4409,5C0434,
1430,1094,Sarvoday Hospital,531,5C0434,7359975675
1431,1094,Sarvoday Hospital,6146,5C0434,
1432,1094,Sarvoday Hospital,3563,5C0434,
1433,1094,Sarvoday Hospital,530,5C0434,7070991111
1434,1062,Prasiddh YS Diagnostics Private Limited,0,5C0317,
1435,1062,Prasiddh YS Diagnostics Private Limited,10479,5C0317,9845068389
1436,1062,Prasiddh YS Diagnostics Private Limited,5924,5C0317,
1437,1062,Prasiddh YS Diagnostics Private Limited,4358,5C0317,
1438,1062,Prasiddh YS Diagnostics Private Limited,2026,5C0317,
1439,1062,Prasiddh YS Diagnostics Private Limited,9462,5C0317,9880486932
1440,1062,Prasiddh YS Diagnostics Private Limited,8179,5C0317,
1441,1062,Prasiddh YS Diagnostics Private Limited,14299,5C0317,7019981150
1442,1062,Prasiddh YS Diagnostics Private Limited,93,5C0317,9986880657
1443,1062,Prasiddh YS Diagnostics Private Limited,1785,5C0317,
1444,1062,Prasiddh YS Diagnostics Private Limited,7433,5C0317,
1445,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,0,5C3165,
1446,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,12090,5C3165,
1447,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,11650,5C3165,8220535524
1448,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,11651,5C3165,9865994339
1449,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,11652,5C3165,8973148802
1450,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,12093,5C3165,
1451,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,12326,5C3165,9841118056
1452,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,13227,5C3165,7339590476
1453,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,13228,5C3165,9360423605
1454,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,11811,5C3165,8190007586
1455,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,12091,5C3165,
1456,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,12089,5C3165,
1457,2587,CK Medical Center Hospital,0,5C2275,
1458,2587,CK Medical Center Hospital,9394,5C2275,9965834345
1459,2587,CK Medical Center Hospital,4907,5C2275,
1460,2587,CK Medical Center Hospital,2425,5C2275,
1461,2587,CK Medical Center Hospital,4165,5C2275,
1462,2784,Mahasati Parvesh Kumari Jain Charitable Society Hospital,0,5C2447,
1463,2784,Mahasati Parvesh Kumari Jain Charitable Society Hospital,5547,5C2447,
1464,2784,Mahasati Parvesh Kumari Jain Charitable Society Hospital,3008,5C2447,
1465,2784,Mahasati Parvesh Kumari Jain Charitable Society Hospital,10609,5C2447,7982118485
1466,1851,Life Line Diagnostics Centre,0,5C1593,
1467,1851,Life Line Diagnostics Centre,2952,5C1593,
1468,1851,Life Line Diagnostics Centre,10423,5C1593,8638360679
1469,726,Mariahu Pathology & Digital X-ray Center,0,5C0758,
1470,726,Mariahu Pathology & Digital X-ray Center,3042,5C0758,
1471,726,Mariahu Pathology & Digital X-ray Center,11483,5C0758,9120526607
1472,726,Mariahu Pathology & Digital X-ray Center,16011,5C0758,9450084266
1473,726,Mariahu Pathology & Digital X-ray Center,16012,5C0758,9792151856
1474,726,Mariahu Pathology & Digital X-ray Center,5588,5C0758,
1475,3875,Ruban Memorial Hospital - Patna,0,5C3493,
1476,3875,Ruban Memorial Hospital - Patna,16036,5C3493,
1477,3875,Ruban Memorial Hospital - Patna,16037,5C3493,+91-9441466185
1478,3875,Ruban Memorial Hospital - Patna,16040,5C3493,+91-9934143850
1479,3875,Ruban Memorial Hospital - Patna,16039,5C3493,+91-6123503100
1480,3875,Ruban Memorial Hospital - Patna,16038,5C3493,+91-9431218870
1481,399,Yenepoya Specialty Hospital,0,5C0014,
1482,399,Yenepoya Specialty Hospital,83,5C0014,9535624049
1483,399,Yenepoya Specialty Hospital,5114,5C0014,
1484,399,Yenepoya Specialty Hospital,11409,5C0014,8762636290
1485,399,Yenepoya Specialty Hospital,4201,5C0014,
1486,399,Yenepoya Specialty Hospital,6970,5C0014,
1487,399,Yenepoya Specialty Hospital,10887,5C0014,9449828494
1488,3843,Unique Sonography & Orthocare - Nashik,0,5C3461,
1489,3843,Unique Sonography & Orthocare - Nashik,15780,5C3461,9967468189
1490,3843,Unique Sonography & Orthocare - Nashik,15767,5C3461,+91-7378746905
1491,3843,Unique Sonography & Orthocare - Nashik,15768,5C3461,+91-9967468189
1492,3843,Unique Sonography & Orthocare - Nashik,15769,5C3461,+91-9967468189
1493,1642,HBS Hospital,0,5C1425,
1494,1642,HBS Hospital,11168,5C1425,9481117787
1495,1642,HBS Hospital,1869,5C1425,
1496,1642,HBS Hospital,7049,5C1425,
1497,1642,HBS Hospital,1560,5C1425,
1498,1642,HBS Hospital,5231,5C1425,
1499,1041,Sreema X-ray,0,5C0268,
1500,1041,Sreema X-ray,9196,5C0268,9434610212
1501,1041,Sreema X-ray,10545,5C0268,7001779841
1502,1041,Sreema X-ray,6316,5C0268,
1503,1041,Sreema X-ray,7636,5C0268,
1504,333,Aayush Hospital & Maternity Home,0,5C0494,
1505,333,Aayush Hospital & Maternity Home,4542,5C0494,
1506,333,Aayush Hospital & Maternity Home,6657,5C0494,
1507,333,Aayush Hospital & Maternity Home,879,5C0494,7999323377
1508,333,Aayush Hospital & Maternity Home,2105,5C0494,
1509,333,Aayush Hospital & Maternity Home,878,5C0494,9826705573
1510,1016,Sindhura Hospitals,0,5C0305,
1511,1016,Sindhura Hospitals,6331,5C0305,
1512,1016,Sindhura Hospitals,4450,5C0305,
1513,1016,Sindhura Hospitals,53,5C0305,8977703491
1514,1016,Sindhura Hospitals,8288,5C0305,
1515,1016,Sindhura Hospitals,9248,5C0305,7993688436
1516,1016,Sindhura Hospitals,14425,5C0305,6281676380
1517,1016,Sindhura Hospitals,7641,5C0305,
1518,1016,Sindhura Hospitals,52,5C0305,9700223000
1519,1016,Sindhura Hospitals,3758,5C0305,
1520,1016,Sindhura Hospitals,12625,5C0305,7032577476
1521,2913,Sushruta Diagnostic Centre - Mudgal,0,5C2563,
1522,2913,Sushruta Diagnostic Centre - Mudgal,11587,5C2563,9731409667
1523,2913,Sushruta Diagnostic Centre - Mudgal,10715,5C2563,9731409667
1524,2913,Sushruta Diagnostic Centre - Mudgal,10749,5C2563,8197149002
1525,3259,Sumangal Hospital,0,5C2881,
1526,3259,Sumangal Hospital,9010,5C2881,9423870032
1527,3259,Sumangal Hospital,9011,5C2881,
1528,3259,Sumangal Hospital,9012,5C2881,
1529,3259,Sumangal Hospital,13077,5C2881,9881818072
1530,3259,Sumangal Hospital,11536,5C2881,9448100325
1531,365,Sevasadan Niramaya Hospital Private limited,0,5C0877,
1532,365,Sevasadan Niramaya Hospital Private limited,8147,5C0877,
1533,365,Sevasadan Niramaya Hospital Private limited,9412,5C0877,9096540234
1534,365,Sevasadan Niramaya Hospital Private limited,12865,5C0877,8806092111
1535,365,Sevasadan Niramaya Hospital Private limited,5796,5C0877,
1536,365,Sevasadan Niramaya Hospital Private limited,12866,5C0877,9591202181
1537,365,Sevasadan Niramaya Hospital Private limited,3234,5C0877,
1538,365,Sevasadan Niramaya Hospital Private limited,9192,5C0877,9657129959
1539,365,Sevasadan Niramaya Hospital Private limited,7369,5C0877,
1540,365,Sevasadan Niramaya Hospital Private limited,13037,5C0877,9036102004
1541,365,Sevasadan Niramaya Hospital Private limited,9286,5C0877,9595225795
1542,2561,Gowri Maheshwara Scan Centre,0,5C2250,
1543,2561,Gowri Maheshwara Scan Centre,2694,5C2250,
1544,2561,Gowri Maheshwara Scan Centre,10564,5C2250,9535110119
1545,2561,Gowri Maheshwara Scan Centre,11054,5C2250,6362686970
1546,2561,Gowri Maheshwara Scan Centre,1617,5C2250,
1547,2561,Gowri Maheshwara Scan Centre,11717,5C2250,9535110119
1548,2561,Gowri Maheshwara Scan Centre,5199,5C2250,
1549,2561,Gowri Maheshwara Scan Centre,11235,5C2250,9632921423
1550,2874,Sai Sangama Diagnostic And  Healthcare,0,5C2528,
1551,2874,Sai Sangama Diagnostic And  Healthcare,12958,5C2528,9945774228
1552,2874,Sai Sangama Diagnostic And  Healthcare,9320,5C2528,7090224185
1553,2874,Sai Sangama Diagnostic And  Healthcare,11013,5C2528,7090224185
1554,2874,Sai Sangama Diagnostic And  Healthcare,12959,5C2528,9845064736
1555,451,Woodland Hospital,0,5C0517,
1556,451,Woodland Hospital,7798,5C0517,
1557,451,Woodland Hospital,9537,5C0517,8789855421
1558,451,Woodland Hospital,10188,5C0517,9233274805
1559,451,Woodland Hospital,4034,5C0517,
1560,451,Woodland Hospital,6620,5C0517,
1561,451,Woodland Hospital,958,5C0517,+91-9774923290
1562,451,Woodland Hospital,959,5C0517,+91-9436706199
1563,3653,The Bio Clinical Laboratory,0,5C3269,
1564,3653,The Bio Clinical Laboratory,13986,5C3269,7299052300
1565,3653,The Bio Clinical Laboratory,13989,5C3269,4445562223
1566,3653,The Bio Clinical Laboratory,13980,5C3269,+91-9840582300
1567,3653,The Bio Clinical Laboratory,13979,5C3269,9840800063
1568,3653,The Bio Clinical Laboratory,13981,5C3269,+91-9840582300
1569,3653,The Bio Clinical Laboratory,13988,5C3269,9840582300
1570,3653,The Bio Clinical Laboratory,13987,5C3269,9840800063
1571,3491,Mahisagar Imaging Center,0,5C3107,
1572,3491,Mahisagar Imaging Center,10519,5C3107,8390350959
1573,3491,Mahisagar Imaging Center,10751,5C3107,9824990334
1574,3008,TGH Onco Life Cancer Centre,0,5C2654,
1575,3008,TGH Onco Life Cancer Centre,15169,5C2654,7410009168
1576,3008,TGH Onco Life Cancer Centre,8643,5C2654,
1577,3008,TGH Onco Life Cancer Centre,8644,5C2654,
1578,3008,TGH Onco Life Cancer Centre,9909,5C2654,8767406751
1579,3008,TGH Onco Life Cancer Centre,12205,5C2654,7744024431
1580,3008,TGH Onco Life Cancer Centre,11211,5C2654,8529520590
1581,3008,TGH Onco Life Cancer Centre,14203,5C2654,8811849947
1582,1648,Micro Digital X-ray - Thiruvaiyaru,0,5C1431,
1583,1648,Micro Digital X-ray - Thiruvaiyaru,7303,5C1431,
1584,1648,Micro Digital X-ray - Thiruvaiyaru,3129,5C1431,
1585,1648,Micro Digital X-ray - Thiruvaiyaru,5685,5C1431,
1586,1648,Micro Digital X-ray - Thiruvaiyaru,12263,5C1431,9487243000
1587,1648,Micro Digital X-ray - Thiruvaiyaru,12264,5C1431,9360243000
1588,1648,Micro Digital X-ray - Thiruvaiyaru,12262,5C1431,9360243000
1589,2860,Micro lab & Digital X-rays - Lakshmangudi,0,5C2517,
1590,2860,Micro lab & Digital X-rays - Lakshmangudi,11140,5C2517,8148585766
1591,3663,Healing Touch Hospital - Dehradun,0,5C3279,
1592,3663,Healing Touch Hospital - Dehradun,14099,5C3279,9750546196
1593,3663,Healing Touch Hospital - Dehradun,14102,5C3279,7078513825
1594,3663,Healing Touch Hospital - Dehradun,14111,5C3279,8126630084
1595,3663,Healing Touch Hospital - Dehradun,14118,5C3279,9760021400
1596,3663,Healing Touch Hospital - Dehradun,14113,5C3279,7078513825
1597,3663,Healing Touch Hospital - Dehradun,14112,5C3279,8126630084
1598,3663,Healing Touch Hospital - Dehradun,14119,5C3279,7248425401
1599,3663,Healing Touch Hospital - Dehradun,14110,5C3279,7895386290
1600,3663,Healing Touch Hospital - Dehradun,14105,5C3279,8126630084
1601,3663,Healing Touch Hospital - Dehradun,14115,5C3279,8126630084
1602,3663,Healing Touch Hospital - Dehradun,14101,5C3279,9760021400
1603,3663,Healing Touch Hospital - Dehradun,14106,5C3279,9750546196
1604,3663,Healing Touch Hospital - Dehradun,14109,5C3279,7248425401
1605,3663,Healing Touch Hospital - Dehradun,14098,5C3279,9760021400
1606,3663,Healing Touch Hospital - Dehradun,14103,5C3279,8126630084
1607,3663,Healing Touch Hospital - Dehradun,14104,5C3279,7895386290
1608,3663,Healing Touch Hospital - Dehradun,14108,5C3279,9760021400
1609,3663,Healing Touch Hospital - Dehradun,14107,5C3279,7078513825
1610,3663,Healing Touch Hospital - Dehradun,14100,5C3279,7248425401
1611,3663,Healing Touch Hospital - Dehradun,14114,5C3279,8126630084
1612,3663,Healing Touch Hospital - Dehradun,14117,5C3279,9750546196
1613,3663,Healing Touch Hospital - Dehradun,15428,5C3279,7078513825
1614,3663,Healing Touch Hospital - Dehradun,14116,5C3279,7895386290
1615,3626,Hastha CT Scan,0,5C3242,
1616,3626,Hastha CT Scan,13734,5C3242,6361217084
1617,3626,Hastha CT Scan,13776,5C3242,9972444674
1618,3626,Hastha CT Scan,13731,5C3242,9972444674
1619,3626,Hastha CT Scan,13732,5C3242,7904715349
1620,3626,Hastha CT Scan,13733,5C3242,9148039939
1621,3626,Hastha CT Scan,13777,5C3242,8296917084
1622,1090,Mhaskar Hospital,0,5C0624,
1623,1090,Mhaskar Hospital,8979,5C0624,8459139445
1624,1090,Mhaskar Hospital,2069,5C0624,
1625,1090,Mhaskar Hospital,3126,5C0624,
1626,1090,Mhaskar Hospital,1754,5C0624,
1627,1090,Mhaskar Hospital,5682,5C0624,
1628,1090,Mhaskar Hospital,2001,5C0624,
1629,2471,Satyadev Multispeciality Hospital,0,5C2169,
1630,2471,Satyadev Multispeciality Hospital,1657,5C2169,
1631,2471,Satyadev Multispeciality Hospital,3570,5C2169,
1632,2471,Satyadev Multispeciality Hospital,1931,5C2169,
1633,2471,Satyadev Multispeciality Hospital,16043,5C2169,9701872355
1634,2471,Satyadev Multispeciality Hospital,14282,5C2169,9553114943
1635,2471,Satyadev Multispeciality Hospital,7553,5C2169,
1636,2471,Satyadev Multispeciality Hospital,6152,5C2169,
1637,2471,Satyadev Multispeciality Hospital,16042,5C2169,9154475611
1638,2471,Satyadev Multispeciality Hospital,13146,5C2169,8886633792
1639,2471,Satyadev Multispeciality Hospital,10910,5C2169,9491895283
1640,3775,Chest Allergy And Sugar Clinic,0,5C3393,
1641,3775,Chest Allergy And Sugar Clinic,15280,5C3393,9176596692
1642,3775,Chest Allergy And Sugar Clinic,15145,5C3393,9176596692
1643,3775,Chest Allergy And Sugar Clinic,15144,5C3393,+91-9161898977
1644,3836,"Apollo Medical Centre, Kondapur",0,5C3454,
1645,3836,"Apollo Medical Centre, Kondapur",16063,5C3454,9849988898
1646,1023,Mother's Hospital,0,5C0749,
1647,1023,Mother's Hospital,3155,5C0749,
1648,1023,Mother's Hospital,7321,5C0749,
1649,1023,Mother's Hospital,12594,5C0749,9980033110
1650,1023,Mother's Hospital,10731,5C0749,9538614386
1651,1023,Mother's Hospital,5712,5C0749,
1652,315,Ebisu Diagnostic Centre,0,5C0008,
1653,315,Ebisu Diagnostic Centre,13139,5C0008,9048002645
1654,315,Ebisu Diagnostic Centre,9345,5C0008,8129165225
1655,315,Ebisu Diagnostic Centre,4194,5C0008,
1656,315,Ebisu Diagnostic Centre,5081,5C0008,
1657,315,Ebisu Diagnostic Centre,12849,5C0008,8304916239
1658,315,Ebisu Diagnostic Centre,9379,5C0008,8943545128
1659,315,Ebisu Diagnostic Centre,2592,5C0008,
1660,315,Ebisu Diagnostic Centre,9641,5C0008,8660375316
1661,315,Ebisu Diagnostic Centre,10955,5C0008,9731580724
1662,315,Ebisu Diagnostic Centre,9281,5C0008,8304916239
1663,315,Ebisu Diagnostic Centre,9474,5C0008,9048002645
1664,315,Ebisu Diagnostic Centre,14565,5C0008,7012756203
1665,315,Ebisu Diagnostic Centre,9347,5C0008,8075761717
1666,315,Ebisu Diagnostic Centre,6950,5C0008,
1667,315,Ebisu Diagnostic Centre,9642,5C0008,8660375316
1668,315,Ebisu Diagnostic Centre,9339,5C0008,7907273950
1669,315,Ebisu Diagnostic Centre,14813,5C0008,7012756203
1670,315,Ebisu Diagnostic Centre,9736,5C0008,7829888219
1671,3804,Sono Lab  & Imaging Centre Udaipur,0,5C3422,
1672,3804,Sono Lab  & Imaging Centre Udaipur,15417,5C3422,+91- 8769965298
1673,3804,Sono Lab  & Imaging Centre Udaipur,15416,5C3422,+91-8690251213
1674,3804,Sono Lab  & Imaging Centre Udaipur,15424,5C3422,8690251213
1675,3804,Sono Lab  & Imaging Centre Udaipur,15621,5C3422,7727817952
1676,3804,Sono Lab  & Imaging Centre Udaipur,15419,5C3422,+91-7665435313
1677,3804,Sono Lab  & Imaging Centre Udaipur,15420,5C3422,+91-8875050999
1678,3779,Satva Hospital,0,5C3397,
1679,3779,Satva Hospital,15190,5C3397,9824931801
1680,3779,Satva Hospital,15189,5C3397,9714300330
1681,3779,Satva Hospital,15187,5C3397,9714300330
1682,3779,Satva Hospital,15188,5C3397,9824931801
1683,3289,Vardaan Diagnostics,0,5C2906,
1684,3289,Vardaan Diagnostics,15724,5C2906,9455519492
1685,3289,Vardaan Diagnostics,15311,5C2906,6394263650
1686,3289,Vardaan Diagnostics,15723,5C2906,7348720003
1687,3289,Vardaan Diagnostics,10278,5C2906,7376571547
1688,3289,Vardaan Diagnostics,9627,5C2906,7376571547
1689,3289,Vardaan Diagnostics,14038,5C2906,8318548058
1690,3289,Vardaan Diagnostics,10978,5C2906,8815001485
1691,3289,Vardaan Diagnostics,10963,5C2906,9060155783
1692,3289,Vardaan Diagnostics,10568,5C2906,7985415487
1693,3834,Medray Evo,0,5C3452,
1694,3834,Medray Evo,15821,5C3452,9566915477
1695,3701,Krishna Imaging And Diagnostics - Karimnagar,0,5C3319,
1696,3701,Krishna Imaging And Diagnostics - Karimnagar,14635,5C3319,8332999520
1697,3701,Krishna Imaging And Diagnostics - Karimnagar,14636,5C3319,9705509288
1698,3701,Krishna Imaging And Diagnostics - Karimnagar,14637,5C3319,8106005726
1699,3701,Krishna Imaging And Diagnostics - Karimnagar,14639,5C3319,8332999520
1700,3701,Krishna Imaging And Diagnostics - Karimnagar,14640,5C3319,9848795991
1701,3701,Krishna Imaging And Diagnostics - Karimnagar,14638,5C3319,9502075735
1702,2178,Arogya Hospital - Delhi,0,5C1897,
1703,2178,Arogya Hospital - Delhi,14586,5C1897,9911886050
1704,2178,Arogya Hospital - Delhi,12704,5C1897,7303908017
1705,2178,Arogya Hospital - Delhi,14584,5C1897,8076515689
1706,2178,Arogya Hospital - Delhi,14583,5C1897,7982003745
1707,2178,Arogya Hospital - Delhi,12706,5C1897,8851447432
1708,2178,Arogya Hospital - Delhi,4687,5C1897,
1709,2178,Arogya Hospital - Delhi,14587,5C1897,8851897443
1710,2178,Arogya Hospital - Delhi,14588,5C1897,9990438455
1711,2178,Arogya Hospital - Delhi,14585,5C1897,8851447432
1712,2178,Arogya Hospital - Delhi,2229,5C1897,
1713,2178,Arogya Hospital - Delhi,6736,5C1897,
1714,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,0,5C3206,
1715,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,13317,5C3206,9823352487
1716,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,13220,5C3206,9820132099
1717,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,13219,5C3206,9664331862
1718,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,13218,5C3206,9820132099
1719,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,13223,5C3206,9867478171
1720,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,13217,5C3206,9664331862
1721,1886,Dialab Diagnostics And Imaging Centre,0,5C1626,
1722,1886,Dialab Diagnostics And Imaging Centre,4998,5C1626,
